时间戳,物理块,磨损圈数/读取次数,平均纯编程(μs),平均读耗时(μs),总线写带宽(MB/s),总线读带宽(MB/s),最大物理错数,健康分析
10:51:30,Block 62,10,812.1,3384.0,4.48,4.84,445,衰退 🟡
10:51:30,Block 63,10,812.1,3384.0,4.48,4.84,592,衰退 🟡
10:53:02,Block 62,20,812.0,3384.0,4.48,4.84,450,衰退 🟡
10:53:02,Block 63,20,812.0,3384.0,4.48,4.84,498,衰退 🟡
10:54:34,Block 62,30,811.8,3384.0,4.48,4.84,470,衰退 🟡
10:54:34,Block 63,30,811.8,3384.0,4.48,4.84,393,衰退 🟡
10:56:07,Block 62,40,811.7,3384.0,4.48,4.84,363,衰退 🟡
10:56:07,Block 63,40,811.7,3384.0,4.48,4.84,413,衰退 🟡
10:57:39,Block 62,50,811.9,3384.0,4.48,4.84,445,衰退 🟡
10:57:39,Block 63,50,811.9,3384.0,4.48,4.84,410,衰退 🟡
10:59:11,Block 62,60,812.5,3384.0,4.48,4.84,464,衰退 🟡
10:59:11,Block 63,60,812.5,3384.0,4.48,4.84,398,衰退 🟡
11:00:43,Block 62,70,812.0,3384.0,4.48,4.84,463,衰退 🟡
11:00:43,Block 63,70,812.0,3384.0,4.48,4.84,398,衰退 🟡
11:02:15,Block 62,80,812.2,3384.0,4.48,4.84,328,衰退 🟡
11:02:15,Block 63,80,812.2,3384.0,4.48,4.84,395,衰退 🟡
11:03:48,Block 62,90,811.1,3384.0,4.48,4.84,344,衰退 🟡
11:03:48,Block 63,90,811.1,3384.0,4.48,4.84,463,衰退 🟡
11:05:20,Block 62,100,811.8,3384.0,4.48,4.84,439,衰退 🟡
11:05:20,Block 63,100,811.8,3384.0,4.48,4.84,424,衰退 🟡
11:06:52,Block 62,110,812.0,3384.0,4.48,4.84,360,衰退 🟡
11:06:52,Block 63,110,812.0,3384.0,4.48,4.84,386,衰退 🟡
11:08:24,Block 62,120,811.4,3384.0,4.48,4.84,350,衰退 🟡
11:08:24,Block 63,120,811.4,3384.0,4.48,4.84,395,衰退 🟡
11:09:57,Block 62,130,812.0,3384.0,4.48,4.84,345,衰退 🟡
11:09:57,Block 63,130,812.0,3384.0,4.48,4.84,385,衰退 🟡
11:11:29,Block 62,140,811.4,3384.0,4.48,4.84,375,衰退 🟡
11:11:29,Block 63,140,811.4,3384.0,4.48,4.84,400,衰退 🟡
11:13:01,Block 62,150,811.5,3384.0,4.48,4.84,342,衰退 🟡
11:13:01,Block 63,150,811.5,3384.0,4.48,4.84,395,衰退 🟡
11:14:33,Block 62,160,811.8,3384.0,4.48,4.84,345,衰退 🟡
11:14:33,Block 63,160,811.8,3384.0,4.48,4.84,398,衰退 🟡
11:16:05,Block 62,170,811.6,3384.0,4.48,4.84,376,衰退 🟡
11:16:05,Block 63,170,811.6,3384.0,4.48,4.84,407,衰退 🟡
11:17:38,Block 62,180,812.1,3384.0,4.48,4.84,353,衰退 🟡
11:17:38,Block 63,180,812.1,3384.0,4.48,4.84,426,衰退 🟡
11:19:10,Block 62,190,811.0,3384.0,4.48,4.84,350,衰退 🟡
11:19:10,Block 63,190,811.0,3384.0,4.48,4.84,437,衰退 🟡
11:20:42,Block 62,200,811.7,3384.0,4.48,4.84,361,衰退 🟡
11:20:42,Block 63,200,811.7,3384.0,4.48,4.84,409,衰退 🟡
11:22:14,Block 62,210,811.3,3384.0,4.48,4.84,341,衰退 🟡
11:22:14,Block 63,210,811.3,3384.0,4.48,4.84,403,衰退 🟡
11:23:47,Block 62,220,811.1,3384.0,4.48,4.84,367,衰退 🟡
11:23:47,Block 63,220,811.1,3384.0,4.48,4.84,420,衰退 🟡
11:25:19,Block 62,230,811.2,3384.0,4.48,4.84,348,衰退 🟡
11:25:19,Block 63,230,811.2,3384.0,4.48,4.84,397,衰退 🟡
11:26:51,Block 62,240,811.3,3384.0,4.48,4.84,357,衰退 🟡
11:26:51,Block 63,240,811.3,3384.0,4.48,4.84,409,衰退 🟡
11:28:23,Block 62,250,811.6,3384.0,4.48,4.84,356,衰退 🟡
11:28:23,Block 63,250,811.6,3384.0,4.48,4.84,416,衰退 🟡
11:29:55,Block 62,260,811.4,3384.0,4.48,4.84,353,衰退 🟡
11:29:55,Block 63,260,811.4,3384.0,4.48,4.84,406,衰退 🟡
11:31:28,Block 62,270,811.6,3384.0,4.48,4.84,337,衰退 🟡
11:31:28,Block 63,270,811.6,3384.0,4.48,4.84,424,衰退 🟡
11:33:00,Block 62,280,811.2,3384.0,4.48,4.84,355,衰退 🟡
11:33:00,Block 63,280,811.2,3384.0,4.48,4.84,436,衰退 🟡
11:34:32,Block 62,290,811.1,3384.0,4.48,4.84,356,衰退 🟡
11:34:32,Block 63,290,811.1,3384.0,4.48,4.84,498,衰退 🟡
11:36:04,Block 62,300,810.7,3384.0,4.48,4.84,364,衰退 🟡
11:36:04,Block 63,300,810.7,3384.0,4.48,4.84,404,衰退 🟡
11:37:37,Block 62,310,810.9,3384.0,4.48,4.84,405,衰退 🟡
11:37:37,Block 63,310,810.9,3384.0,4.48,4.84,478,衰退 🟡
11:39:09,Block 62,320,810.9,3384.0,4.48,4.84,361,衰退 🟡
11:39:09,Block 63,320,810.9,3384.0,4.48,4.84,408,衰退 🟡
11:40:41,Block 62,330,810.8,3384.0,4.48,4.84,365,衰退 🟡
11:40:41,Block 63,330,810.8,3384.0,4.48,4.84,415,衰退 🟡
11:42:13,Block 62,340,811.0,3384.0,4.48,4.84,359,衰退 🟡
11:42:13,Block 63,340,811.0,3384.0,4.48,4.84,446,衰退 🟡
11:43:45,Block 62,350,810.8,3384.0,4.48,4.84,425,衰退 🟡
11:43:45,Block 63,350,810.8,3384.0,4.48,4.84,477,衰退 🟡
11:45:18,Block 62,360,810.9,3384.0,4.48,4.84,412,衰退 🟡
11:45:18,Block 63,360,810.9,3384.0,4.48,4.84,504,衰退 🟡
11:46:50,Block 62,370,810.9,3384.0,4.48,4.84,380,衰退 🟡
11:46:50,Block 63,370,810.9,3384.0,4.48,4.84,427,衰退 🟡
11:48:22,Block 62,380,811.0,3384.0,4.48,4.84,410,衰退 🟡
11:48:22,Block 63,380,811.0,3384.0,4.48,4.84,464,衰退 🟡
11:49:54,Block 62,390,810.8,3384.0,4.48,4.84,407,衰退 🟡
11:49:54,Block 63,390,810.8,3384.0,4.48,4.84,465,衰退 🟡
11:51:26,Block 62,400,810.5,3384.0,4.48,4.84,366,衰退 🟡
11:51:26,Block 63,400,810.5,3384.0,4.48,4.84,406,衰退 🟡
11:52:59,Block 62,410,810.7,3384.0,4.48,4.84,336,衰退 🟡
11:52:59,Block 63,410,810.7,3384.0,4.48,4.84,412,衰退 🟡
11:54:31,Block 62,420,810.7,3384.0,4.48,4.84,380,衰退 🟡
11:54:31,Block 63,420,810.7,3384.0,4.48,4.84,418,衰退 🟡
11:56:03,Block 62,430,811.1,3384.0,4.48,4.84,374,衰退 🟡
11:56:03,Block 63,430,811.1,3384.0,4.48,4.84,486,衰退 🟡
11:57:35,Block 62,440,810.8,3384.0,4.48,4.84,352,衰退 🟡
11:57:35,Block 63,440,810.8,3384.0,4.48,4.84,406,衰退 🟡
11:59:08,Block 62,450,810.6,3384.0,4.48,4.84,379,衰退 🟡
11:59:08,Block 63,450,810.6,3384.0,4.48,4.84,540,衰退 🟡
12:00:40,Block 62,460,810.8,3384.0,4.48,4.84,352,衰退 🟡
12:00:40,Block 63,460,810.8,3384.0,4.48,4.84,412,衰退 🟡
12:02:12,Block 62,470,810.8,3384.0,4.48,4.84,428,衰退 🟡
12:02:12,Block 63,470,810.8,3384.0,4.48,4.84,519,衰退 🟡
12:03:44,Block 62,480,810.7,3384.0,4.48,4.84,409,衰退 🟡
12:03:44,Block 63,480,810.7,3384.0,4.48,4.84,507,衰退 🟡
12:05:16,Block 62,490,811.1,3384.0,4.48,4.84,390,衰退 🟡
12:05:16,Block 63,490,811.1,3384.0,4.48,4.84,481,衰退 🟡
12:06:49,Block 62,500,810.6,3384.0,4.48,4.84,477,衰退 🟡
12:06:49,Block 63,500,810.6,3384.0,4.48,4.84,491,衰退 🟡
12:08:21,Block 62,510,810.2,3384.0,4.48,4.84,434,衰退 🟡
12:08:21,Block 63,510,810.2,3384.0,4.48,4.84,513,衰退 🟡
12:09:53,Block 62,520,810.7,3384.0,4.48,4.84,445,衰退 🟡
12:09:53,Block 63,520,810.7,3384.0,4.48,4.84,519,衰退 🟡
12:11:25,Block 62,530,810.8,3384.0,4.48,4.84,360,衰退 🟡
12:11:25,Block 63,530,810.8,3384.0,4.48,4.84,415,衰退 🟡
12:12:57,Block 62,540,810.8,3384.0,4.48,4.84,401,衰退 🟡
12:12:57,Block 63,540,810.8,3384.0,4.48,4.84,496,衰退 🟡
12:14:30,Block 62,550,810.3,3384.0,4.48,4.84,384,衰退 🟡
12:14:30,Block 63,550,810.3,3384.0,4.48,4.84,496,衰退 🟡
12:16:02,Block 62,560,810.7,3384.0,4.48,4.84,425,衰退 🟡
12:16:02,Block 63,560,810.7,3384.0,4.48,4.84,503,衰退 🟡
12:17:34,Block 62,570,810.5,3384.0,4.48,4.84,436,衰退 🟡
12:17:34,Block 63,570,810.5,3384.0,4.48,4.84,517,衰退 🟡
12:19:06,Block 62,580,810.4,3384.0,4.48,4.84,370,衰退 🟡
12:19:06,Block 63,580,810.4,3384.0,4.48,4.84,553,衰退 🟡
12:20:39,Block 62,590,810.6,3384.0,4.48,4.84,455,衰退 🟡
12:20:39,Block 63,590,810.6,3384.0,4.48,4.84,519,衰退 🟡
12:22:11,Block 62,600,810.1,3384.0,4.48,4.84,425,衰退 🟡
12:22:11,Block 63,600,810.1,3384.0,4.48,4.84,508,衰退 🟡
12:23:43,Block 62,610,810.2,3384.0,4.48,4.84,452,衰退 🟡
12:23:43,Block 63,610,810.2,3384.0,4.48,4.84,481,衰退 🟡
12:25:15,Block 62,620,809.8,3384.0,4.48,4.84,479,衰退 🟡
12:25:15,Block 63,620,809.8,3384.0,4.48,4.84,599,衰退 🟡
12:26:47,Block 62,630,810.0,3384.0,4.48,4.84,462,衰退 🟡
12:26:47,Block 63,630,810.0,3384.0,4.48,4.84,580,衰退 🟡
12:28:20,Block 62,640,809.7,3384.0,4.48,4.84,487,衰退 🟡
12:28:20,Block 63,640,809.7,3384.0,4.48,4.84,576,衰退 🟡
12:29:52,Block 62,650,810.0,3384.0,4.48,4.84,485,衰退 🟡
12:29:52,Block 63,650,810.0,3384.0,4.48,4.84,530,衰退 🟡
12:31:24,Block 62,660,810.0,3384.0,4.48,4.84,467,衰退 🟡
12:31:24,Block 63,660,810.0,3384.0,4.48,4.84,557,衰退 🟡
12:32:56,Block 62,670,809.9,3384.0,4.48,4.84,482,衰退 🟡
12:32:56,Block 63,670,809.9,3384.0,4.48,4.84,538,衰退 🟡
12:34:28,Block 62,680,809.9,3384.0,4.48,4.84,509,衰退 🟡
12:34:28,Block 63,680,809.9,3384.0,4.48,4.84,576,衰退 🟡
12:36:01,Block 62,690,810.0,3384.0,4.48,4.84,464,衰退 🟡
12:36:01,Block 63,690,810.0,3384.0,4.48,4.84,550,衰退 🟡
12:37:33,Block 62,700,809.8,3384.0,4.48,4.84,502,衰退 🟡
12:37:33,Block 63,700,809.8,3384.0,4.48,4.84,592,衰退 🟡
12:39:05,Block 62,710,809.7,3384.0,4.48,4.84,511,衰退 🟡
12:39:05,Block 63,710,809.7,3384.0,4.48,4.84,543,衰退 🟡
12:40:37,Block 62,720,809.9,3384.0,4.48,4.84,468,衰退 🟡
12:40:37,Block 63,720,809.9,3384.0,4.48,4.84,547,衰退 🟡
12:42:09,Block 62,730,810.0,3384.0,4.48,4.84,507,衰退 🟡
12:42:09,Block 63,730,810.0,3384.0,4.48,4.84,602,衰退 🟡
12:43:42,Block 62,740,809.8,3384.0,4.48,4.84,500,衰退 🟡
12:43:42,Block 63,740,809.8,3384.0,4.48,4.84,554,衰退 🟡
12:45:14,Block 62,750,810.0,3384.0,4.48,4.84,478,衰退 🟡
12:45:14,Block 63,750,810.0,3384.0,4.48,4.84,568,衰退 🟡
12:46:46,Block 62,760,809.9,3384.0,4.48,4.84,468,衰退 🟡
12:46:46,Block 63,760,809.9,3384.0,4.48,4.84,578,衰退 🟡
12:48:18,Block 62,770,810.2,3384.0,4.48,4.84,506,衰退 🟡
12:48:18,Block 63,770,810.2,3384.0,4.48,4.84,576,衰退 🟡
12:49:50,Block 62,780,809.7,3384.0,4.48,4.84,487,衰退 🟡
12:49:50,Block 63,780,809.7,3384.0,4.48,4.84,587,衰退 🟡
12:51:23,Block 62,790,809.9,3384.0,4.48,4.84,505,衰退 🟡
12:51:23,Block 63,790,809.9,3384.0,4.48,4.84,605,衰退 🟡
12:52:55,Block 62,800,809.8,3384.0,4.48,4.84,493,衰退 🟡
12:52:55,Block 63,800,809.8,3384.0,4.48,4.84,561,衰退 🟡
12:54:27,Block 62,810,809.7,3384.0,4.48,4.84,507,衰退 🟡
12:54:27,Block 63,810,809.7,3384.0,4.48,4.84,569,衰退 🟡
12:55:59,Block 62,820,809.9,3384.0,4.48,4.84,512,衰退 🟡
12:55:59,Block 63,820,809.9,3384.0,4.48,4.84,602,衰退 🟡
12:57:32,Block 62,830,809.9,3384.0,4.48,4.84,491,衰退 🟡
12:57:32,Block 63,830,809.9,3384.0,4.48,4.84,553,衰退 🟡
12:59:04,Block 62,840,809.7,3384.0,4.48,4.84,478,衰退 🟡
12:59:04,Block 63,840,809.7,3384.0,4.48,4.84,586,衰退 🟡
13:00:36,Block 62,850,809.9,3384.0,4.48,4.84,501,衰退 🟡
13:00:36,Block 63,850,809.9,3384.0,4.48,4.84,569,衰退 🟡
13:02:08,Block 62,860,809.7,3384.0,4.48,4.84,516,衰退 🟡
13:02:08,Block 63,860,809.7,3384.0,4.48,4.84,595,衰退 🟡
13:03:40,Block 62,870,809.8,3384.0,4.48,4.84,492,衰退 🟡
13:03:40,Block 63,870,809.8,3384.0,4.48,4.84,567,衰退 🟡
13:05:13,Block 62,880,809.9,3384.0,4.48,4.84,489,衰退 🟡
13:05:13,Block 63,880,809.9,3384.0,4.48,4.84,559,衰退 🟡
13:06:45,Block 62,890,809.4,3384.0,4.48,4.84,490,衰退 🟡
13:06:45,Block 63,890,809.4,3384.0,4.48,4.84,578,衰退 🟡
13:08:17,Block 62,900,809.9,3384.0,4.48,4.84,492,衰退 🟡
13:08:17,Block 63,900,809.9,3384.0,4.48,4.84,554,衰退 🟡
13:09:49,Block 62,910,809.8,3384.0,4.48,4.84,480,衰退 🟡
13:09:49,Block 63,910,809.8,3384.0,4.48,4.84,570,衰退 🟡
13:11:21,Block 62,920,809.8,3384.0,4.48,4.84,466,衰退 🟡
13:11:21,Block 63,920,809.8,3384.0,4.48,4.84,581,衰退 🟡
13:12:54,Block 62,930,809.8,3384.0,4.48,4.84,492,衰退 🟡
13:12:54,Block 63,930,809.8,3384.0,4.48,4.84,556,衰退 🟡
13:14:26,Block 62,940,809.4,3384.0,4.48,4.84,464,衰退 🟡
13:14:26,Block 63,940,809.4,3384.0,4.48,4.84,554,衰退 🟡
13:15:58,Block 62,950,809.6,3384.0,4.48,4.84,501,衰退 🟡
13:15:58,Block 63,950,809.6,3384.0,4.48,4.84,587,衰退 🟡
13:17:30,Block 62,960,809.6,3384.0,4.48,4.84,491,衰退 🟡
