时间戳,物理块,磨损圈数,平均纯编程(μs),平均读耗时(μs),总线写带宽(MB/s),总线读带宽(MB/s),最大物理错数,健康分析
01:52:19,Block 142,5220 圈,937.1,3384.4,4.41,4.84,435,衰退 🟡
01:52:19,Block 143,5220 圈,937.1,3384.4,4.41,4.84,434,衰退 🟡
01:55:19,Block 142,5240 圈,936.1,3384.4,4.41,4.84,382,衰退 🟡
01:55:19,Block 143,5240 圈,936.1,3384.4,4.41,4.84,466,衰退 🟡
01:58:18,Block 142,5260 圈,936.2,3384.4,4.41,4.84,393,衰退 🟡
01:58:18,Block 143,5260 圈,936.2,3384.4,4.41,4.84,378,衰退 🟡
02:01:18,Block 142,5280 圈,936.3,3384.4,4.41,4.84,401,衰退 🟡
02:01:18,Block 143,5280 圈,936.3,3384.4,4.41,4.84,436,衰退 🟡
02:04:17,Block 142,5300 圈,936.2,3384.4,4.41,4.84,425,衰退 🟡
02:04:17,Block 143,5300 圈,936.2,3384.4,4.41,4.84,438,衰退 🟡
02:07:17,Block 142,5320 圈,936.3,3384.4,4.41,4.84,432,衰退 🟡
02:07:17,Block 143,5320 圈,936.3,3384.4,4.41,4.84,383,衰退 🟡
02:10:17,Block 142,5340 圈,936.1,3384.4,4.41,4.84,409,衰退 🟡
02:10:17,Block 143,5340 圈,936.1,3384.4,4.41,4.84,446,衰退 🟡
02:13:16,Block 142,5360 圈,936.2,3384.4,4.41,4.84,377,衰退 🟡
02:13:16,Block 143,5360 圈,936.2,3384.4,4.41,4.84,438,衰退 🟡
02:16:16,Block 142,5380 圈,936.0,3384.4,4.41,4.84,428,衰退 🟡
02:16:16,Block 143,5380 圈,936.0,3384.4,4.41,4.84,379,衰退 🟡
02:19:15,Block 142,5400 圈,935.9,3384.4,4.41,4.84,374,衰退 🟡
02:19:15,Block 143,5400 圈,935.9,3384.4,4.41,4.84,450,衰退 🟡
02:22:15,Block 142,5420 圈,935.8,3384.4,4.41,4.84,403,衰退 🟡
02:22:15,Block 143,5420 圈,935.8,3384.4,4.41,4.84,406,衰退 🟡
02:25:14,Block 142,5440 圈,936.0,3384.4,4.41,4.84,388,衰退 🟡
02:25:14,Block 143,5440 圈,936.0,3384.4,4.41,4.84,446,衰退 🟡
02:28:14,Block 142,5460 圈,936.0,3384.4,4.41,4.84,413,衰退 🟡
02:28:14,Block 143,5460 圈,936.0,3384.4,4.41,4.84,435,衰退 🟡
02:31:14,Block 142,5480 圈,935.8,3384.4,4.41,4.84,371,衰退 🟡
02:31:14,Block 143,5480 圈,935.8,3384.4,4.41,4.84,392,衰退 🟡
02:34:13,Block 142,5500 圈,935.9,3384.4,4.41,4.84,412,衰退 🟡
02:34:13,Block 143,5500 圈,935.9,3384.4,4.41,4.84,410,衰退 🟡
02:37:13,Block 142,5520 圈,935.5,3384.4,4.41,4.84,444,衰退 🟡
02:37:13,Block 143,5520 圈,935.5,3384.4,4.41,4.84,434,衰退 🟡
02:40:12,Block 142,5540 圈,935.7,3384.4,4.41,4.84,428,衰退 🟡
02:40:12,Block 143,5540 圈,935.7,3384.4,4.41,4.84,455,衰退 🟡
02:43:12,Block 142,5560 圈,935.8,3384.4,4.41,4.84,402,衰退 🟡
02:43:12,Block 143,5560 圈,935.8,3384.4,4.41,4.84,428,衰退 🟡
02:46:11,Block 142,5580 圈,934.9,3384.4,4.41,4.84,431,衰退 🟡
02:46:11,Block 143,5580 圈,934.9,3384.4,4.41,4.84,448,衰退 🟡
02:49:11,Block 142,5600 圈,934.7,3384.4,4.41,4.84,403,衰退 🟡
02:49:11,Block 143,5600 圈,934.7,3384.4,4.41,4.84,437,衰退 🟡
02:52:11,Block 142,5620 圈,935.1,3384.4,4.41,4.84,401,衰退 🟡
02:52:11,Block 143,5620 圈,935.1,3384.4,4.41,4.84,431,衰退 🟡
02:55:10,Block 142,5640 圈,935.0,3384.4,4.41,4.84,407,衰退 🟡
02:55:10,Block 143,5640 圈,935.0,3384.4,4.41,4.84,414,衰退 🟡
02:58:10,Block 142,5660 圈,934.8,3384.4,4.41,4.84,451,衰退 🟡
02:58:10,Block 143,5660 圈,934.8,3384.4,4.41,4.84,424,衰退 🟡
03:01:09,Block 142,5680 圈,934.7,3384.4,4.41,4.84,404,衰退 🟡
03:01:09,Block 143,5680 圈,934.7,3384.4,4.41,4.84,420,衰退 🟡
03:04:09,Block 142,5700 圈,934.8,3384.4,4.41,4.84,420,衰退 🟡
03:04:09,Block 143,5700 圈,934.8,3384.4,4.41,4.84,440,衰退 🟡
03:07:08,Block 142,5720 圈,934.5,3384.4,4.41,4.84,384,衰退 🟡
03:07:08,Block 143,5720 圈,934.5,3384.4,4.41,4.84,440,衰退 🟡
03:10:08,Block 142,5740 圈,934.8,3384.4,4.41,4.84,380,衰退 🟡
03:10:08,Block 143,5740 圈,934.8,3384.4,4.41,4.84,399,衰退 🟡
03:13:07,Block 142,5760 圈,934.5,3384.4,4.41,4.84,393,衰退 🟡
03:13:07,Block 143,5760 圈,934.5,3384.4,4.41,4.84,453,衰退 🟡
03:16:07,Block 142,5780 圈,934.0,3384.4,4.41,4.84,412,衰退 🟡
03:16:07,Block 143,5780 圈,934.0,3384.4,4.41,4.84,430,衰退 🟡
03:19:06,Block 142,5800 圈,934.7,3384.4,4.41,4.84,404,衰退 🟡
03:19:06,Block 143,5800 圈,934.7,3384.4,4.41,4.84,423,衰退 🟡
03:22:06,Block 142,5820 圈,934.2,3384.4,4.41,4.84,386,衰退 🟡
03:22:06,Block 143,5820 圈,934.2,3384.4,4.41,4.84,465,衰退 🟡
03:25:06,Block 142,5840 圈,934.5,3384.4,4.41,4.84,420,衰退 🟡
03:25:06,Block 143,5840 圈,934.5,3384.4,4.41,4.84,414,衰退 🟡
03:28:05,Block 142,5860 圈,933.8,3384.4,4.41,4.84,424,衰退 🟡
03:28:05,Block 143,5860 圈,933.8,3384.4,4.41,4.84,400,衰退 🟡
03:31:05,Block 142,5880 圈,934.1,3384.4,4.41,4.84,425,衰退 🟡
03:31:05,Block 143,5880 圈,934.1,3384.4,4.41,4.84,435,衰退 🟡
03:34:04,Block 142,5900 圈,933.8,3384.4,4.41,4.84,363,衰退 🟡
03:34:04,Block 143,5900 圈,933.8,3384.4,4.41,4.84,411,衰退 🟡
03:37:04,Block 142,5920 圈,933.8,3384.4,4.41,4.84,401,衰退 🟡
03:37:04,Block 143,5920 圈,933.8,3384.4,4.41,4.84,431,衰退 🟡
03:40:03,Block 142,5940 圈,933.5,3384.4,4.41,4.84,431,衰退 🟡
03:40:03,Block 143,5940 圈,933.5,3384.4,4.41,4.84,420,衰退 🟡
03:43:03,Block 142,5960 圈,933.8,3384.4,4.41,4.84,407,衰退 🟡
03:43:03,Block 143,5960 圈,933.8,3384.4,4.41,4.84,401,衰退 🟡
03:46:02,Block 142,5980 圈,933.5,3384.4,4.41,4.84,425,衰退 🟡
03:46:02,Block 143,5980 圈,933.5,3384.4,4.41,4.84,467,衰退 🟡
03:49:02,Block 142,6000 圈,933.7,3384.4,4.41,4.84,414,衰退 🟡
03:49:02,Block 143,6000 圈,933.7,3384.4,4.41,4.84,449,衰退 🟡
03:52:01,Block 142,6020 圈,933.6,3384.4,4.41,4.84,415,衰退 🟡
03:52:01,Block 143,6020 圈,933.6,3384.4,4.41,4.84,445,衰退 🟡
03:55:01,Block 142,6040 圈,933.5,3384.4,4.41,4.84,394,衰退 🟡
03:55:01,Block 143,6040 圈,933.5,3384.4,4.41,4.84,404,衰退 🟡
03:58:00,Block 142,6060 圈,932.9,3384.4,4.41,4.84,389,衰退 🟡
03:58:00,Block 143,6060 圈,932.9,3384.4,4.41,4.84,434,衰退 🟡
04:01:00,Block 142,6080 圈,933.9,3384.4,4.41,4.84,394,衰退 🟡
04:01:00,Block 143,6080 圈,933.9,3384.4,4.41,4.84,419,衰退 🟡
04:03:59,Block 142,6100 圈,933.1,3384.4,4.41,4.84,414,衰退 🟡
04:03:59,Block 143,6100 圈,933.1,3384.4,4.41,4.84,416,衰退 🟡
04:06:59,Block 142,6120 圈,932.9,3384.4,4.41,4.84,415,衰退 🟡
04:06:59,Block 143,6120 圈,932.9,3384.4,4.41,4.84,437,衰退 🟡
04:09:58,Block 142,6140 圈,932.9,3384.4,4.41,4.84,391,衰退 🟡
04:09:58,Block 143,6140 圈,932.9,3384.4,4.41,4.84,455,衰退 🟡
04:12:58,Block 142,6160 圈,933.1,3384.4,4.41,4.84,449,衰退 🟡
04:12:58,Block 143,6160 圈,933.1,3384.4,4.41,4.84,432,衰退 🟡
04:15:57,Block 142,6180 圈,933.1,3384.4,4.41,4.84,445,衰退 🟡
04:15:57,Block 143,6180 圈,933.1,3384.4,4.41,4.84,452,衰退 🟡
04:18:57,Block 142,6200 圈,932.8,3384.4,4.41,4.84,390,衰退 🟡
04:18:57,Block 143,6200 圈,932.8,3384.4,4.41,4.84,453,衰退 🟡
04:21:56,Block 142,6220 圈,932.4,3384.4,4.41,4.84,414,衰退 🟡
04:21:56,Block 143,6220 圈,932.4,3384.4,4.41,4.84,445,衰退 🟡
04:24:56,Block 142,6240 圈,932.3,3384.4,4.41,4.84,373,衰退 🟡
04:24:56,Block 143,6240 圈,932.3,3384.4,4.41,4.84,434,衰退 🟡
04:27:55,Block 142,6260 圈,932.6,3384.4,4.41,4.84,425,衰退 🟡
04:27:55,Block 143,6260 圈,932.6,3384.4,4.41,4.84,439,衰退 🟡
04:30:55,Block 142,6280 圈,932.4,3384.4,4.41,4.84,450,衰退 🟡
04:30:55,Block 143,6280 圈,932.4,3384.4,4.41,4.84,420,衰退 🟡
04:33:54,Block 142,6300 圈,932.2,3384.4,4.41,4.84,451,衰退 🟡
04:33:54,Block 143,6300 圈,932.2,3384.4,4.41,4.84,400,衰退 🟡
04:36:54,Block 142,6320 圈,932.0,3384.4,4.41,4.84,425,衰退 🟡
04:36:54,Block 143,6320 圈,932.0,3384.4,4.41,4.84,418,衰退 🟡
04:39:53,Block 142,6340 圈,932.1,3384.4,4.41,4.84,469,衰退 🟡
04:39:53,Block 143,6340 圈,932.1,3384.4,4.41,4.84,435,衰退 🟡
04:42:53,Block 142,6360 圈,931.8,3384.4,4.41,4.84,448,衰退 🟡
04:42:53,Block 143,6360 圈,931.8,3384.4,4.41,4.84,428,衰退 🟡
04:45:52,Block 142,6380 圈,931.9,3384.4,4.41,4.84,370,衰退 🟡
04:45:52,Block 143,6380 圈,931.9,3384.4,4.41,4.84,431,衰退 🟡
04:48:52,Block 142,6400 圈,931.9,3384.4,4.41,4.84,410,衰退 🟡
04:48:52,Block 143,6400 圈,931.9,3384.4,4.41,4.84,404,衰退 🟡
04:51:51,Block 142,6420 圈,932.1,3384.4,4.41,4.84,416,衰退 🟡
04:51:52,Block 143,6420 圈,932.1,3384.4,4.41,4.84,462,衰退 🟡
04:54:51,Block 142,6440 圈,932.2,3384.4,4.41,4.84,444,衰退 🟡
04:54:51,Block 143,6440 圈,932.2,3384.4,4.41,4.84,403,衰退 🟡
04:57:50,Block 142,6460 圈,932.3,3384.4,4.41,4.84,445,衰退 🟡
04:57:50,Block 143,6460 圈,932.3,3384.4,4.41,4.84,440,衰退 🟡
05:00:50,Block 142,6480 圈,931.6,3384.4,4.41,4.84,413,衰退 🟡
05:00:50,Block 143,6480 圈,931.6,3384.4,4.41,4.84,399,衰退 🟡
05:03:49,Block 142,6500 圈,931.4,3384.4,4.41,4.84,430,衰退 🟡
05:03:49,Block 143,6500 圈,931.4,3384.4,4.41,4.84,438,衰退 🟡
05:06:49,Block 142,6520 圈,931.5,3384.4,4.41,4.84,408,衰退 🟡
05:06:49,Block 143,6520 圈,931.5,3384.4,4.41,4.84,424,衰退 🟡
05:09:48,Block 142,6540 圈,931.2,3384.4,4.41,4.84,453,衰退 🟡
05:09:48,Block 143,6540 圈,931.2,3384.4,4.41,4.84,400,衰退 🟡
05:12:48,Block 142,6560 圈,931.0,3384.4,4.41,4.84,408,衰退 🟡
05:12:48,Block 143,6560 圈,931.0,3384.4,4.41,4.84,454,衰退 🟡
05:15:47,Block 142,6580 圈,931.1,3384.4,4.41,4.84,411,衰退 🟡
05:15:47,Block 143,6580 圈,931.1,3384.4,4.41,4.84,466,衰退 🟡
05:18:47,Block 142,6600 圈,931.5,3384.4,4.41,4.84,399,衰退 🟡
05:18:47,Block 143,6600 圈,931.5,3384.4,4.41,4.84,419,衰退 🟡
05:21:46,Block 142,6620 圈,931.4,3384.4,4.41,4.84,395,衰退 🟡
05:21:46,Block 143,6620 圈,931.4,3384.4,4.41,4.84,436,衰退 🟡
05:24:46,Block 142,6640 圈,931.5,3384.4,4.41,4.84,443,衰退 🟡
05:24:46,Block 143,6640 圈,931.5,3384.4,4.41,4.84,430,衰退 🟡
05:27:45,Block 142,6660 圈,931.0,3384.4,4.41,4.84,405,衰退 🟡
05:27:45,Block 143,6660 圈,931.0,3384.4,4.41,4.84,421,衰退 🟡
05:30:45,Block 142,6680 圈,930.8,3384.4,4.41,4.84,440,衰退 🟡
05:30:45,Block 143,6680 圈,930.8,3384.4,4.41,4.84,408,衰退 🟡
05:33:44,Block 142,6700 圈,930.9,3384.4,4.41,4.84,399,衰退 🟡
05:33:44,Block 143,6700 圈,930.9,3384.4,4.41,4.84,429,衰退 🟡
05:36:44,Block 142,6720 圈,930.7,3384.4,4.41,4.84,426,衰退 🟡
05:36:44,Block 143,6720 圈,930.7,3384.4,4.41,4.84,477,衰退 🟡
05:39:43,Block 142,6740 圈,930.4,3384.4,4.41,4.84,417,衰退 🟡
05:39:43,Block 143,6740 圈,930.4,3384.4,4.41,4.84,439,衰退 🟡
05:42:43,Block 142,6760 圈,931.1,3384.4,4.41,4.84,441,衰退 🟡
05:42:43,Block 143,6760 圈,931.1,3384.4,4.41,4.84,423,衰退 🟡
05:45:42,Block 142,6780 圈,930.8,3384.4,4.41,4.84,457,衰退 🟡
05:45:42,Block 143,6780 圈,930.8,3384.4,4.41,4.84,407,衰退 🟡
05:48:42,Block 142,6800 圈,931.0,3384.4,4.41,4.84,417,衰退 🟡
05:48:42,Block 143,6800 圈,931.0,3384.4,4.41,4.84,448,衰退 🟡
05:51:41,Block 142,6820 圈,931.0,3384.4,4.41,4.84,450,衰退 🟡
05:51:41,Block 143,6820 圈,931.0,3384.4,4.41,4.84,408,衰退 🟡
05:54:40,Block 142,6840 圈,930.5,3384.4,4.41,4.84,440,衰退 🟡
05:54:40,Block 143,6840 圈,930.5,3384.4,4.41,4.84,429,衰退 🟡
05:57:40,Block 142,6860 圈,930.8,3384.4,4.41,4.84,406,衰退 🟡
05:57:40,Block 143,6860 圈,930.8,3384.4,4.41,4.84,408,衰退 🟡
06:00:39,Block 142,6880 圈,930.4,3384.4,4.41,4.84,448,衰退 🟡
06:00:39,Block 143,6880 圈,930.4,3384.4,4.41,4.84,479,衰退 🟡
06:03:39,Block 142,6900 圈,930.5,3384.4,4.41,4.84,441,衰退 🟡
06:03:39,Block 143,6900 圈,930.5,3384.4,4.41,4.84,442,衰退 🟡
06:06:38,Block 142,6920 圈,930.5,3384.4,4.41,4.84,411,衰退 🟡
06:06:38,Block 143,6920 圈,930.5,3384.4,4.41,4.84,398,衰退 🟡
06:09:38,Block 142,6940 圈,930.0,3384.4,4.41,4.84,438,衰退 🟡
06:09:38,Block 143,6940 圈,930.0,3384.4,4.41,4.84,392,衰退 🟡
06:12:37,Block 142,6960 圈,929.9,3384.4,4.41,4.84,447,衰退 🟡
06:12:37,Block 143,6960 圈,929.9,3384.4,4.41,4.84,414,衰退 🟡
06:15:36,Block 142,6980 圈,930.0,3384.4,4.41,4.84,420,衰退 🟡
06:15:36,Block 143,6980 圈,930.0,3384.4,4.41,4.84,467,衰退 🟡
06:18:36,Block 142,7000 圈,930.0,3384.4,4.41,4.84,431,衰退 🟡
06:18:36,Block 143,7000 圈,930.0,3384.4,4.41,4.84,419,衰退 🟡
06:21:35,Block 142,7020 圈,929.7,3384.4,4.41,4.84,459,衰退 🟡
06:21:35,Block 143,7020 圈,929.7,3384.4,4.41,4.84,447,衰退 🟡
06:24:35,Block 142,7040 圈,930.0,3384.4,4.41,4.84,455,衰退 🟡
06:24:35,Block 143,7040 圈,930.0,3384.4,4.41,4.84,436,衰退 🟡
06:27:34,Block 142,7060 圈,929.8,3384.4,4.41,4.84,435,衰退 🟡
06:27:34,Block 143,7060 圈,929.8,3384.4,4.41,4.84,378,衰退 🟡
06:30:34,Block 142,7080 圈,929.2,3384.4,4.41,4.84,420,衰退 🟡
06:30:34,Block 143,7080 圈,929.2,3384.4,4.41,4.84,432,衰退 🟡
06:33:33,Block 142,7100 圈,929.6,3384.4,4.41,4.84,398,衰退 🟡
06:33:33,Block 143,7100 圈,929.6,3384.4,4.41,4.84,472,衰退 🟡
06:36:33,Block 142,7120 圈,930.0,3384.4,4.41,4.84,425,衰退 🟡
06:36:33,Block 143,7120 圈,930.0,3384.4,4.41,4.84,437,衰退 🟡
06:39:32,Block 142,7140 圈,929.8,3384.4,4.41,4.84,414,衰退 🟡
06:39:32,Block 143,7140 圈,929.8,3384.4,4.41,4.84,419,衰退 🟡
06:42:31,Block 142,7160 圈,929.4,3384.4,4.41,4.84,391,衰退 🟡
06:42:31,Block 143,7160 圈,929.4,3384.4,4.41,4.84,396,衰退 🟡
06:45:31,Block 142,7180 圈,929.7,3384.4,4.41,4.84,401,衰退 🟡
06:45:31,Block 143,7180 圈,929.7,3384.4,4.41,4.84,442,衰退 🟡
06:48:30,Block 142,7200 圈,929.5,3384.4,4.41,4.84,433,衰退 🟡
06:48:30,Block 143,7200 圈,929.5,3384.4,4.41,4.84,388,衰退 🟡
06:51:30,Block 142,7220 圈,929.4,3384.4,4.41,4.84,474,衰退 🟡
06:51:30,Block 143,7220 圈,929.4,3384.4,4.41,4.84,430,衰退 🟡
06:54:29,Block 142,7240 圈,929.2,3384.4,4.41,4.84,418,衰退 🟡
06:54:29,Block 143,7240 圈,929.2,3384.4,4.41,4.84,425,衰退 🟡
06:57:28,Block 142,7260 圈,929.1,3384.4,4.41,4.84,406,衰退 🟡
06:57:28,Block 143,7260 圈,929.1,3384.4,4.41,4.84,415,衰退 🟡
07:00:28,Block 142,7280 圈,928.9,3384.4,4.41,4.84,423,衰退 🟡
07:00:28,Block 143,7280 圈,928.9,3384.4,4.41,4.84,368,衰退 🟡
07:03:27,Block 142,7300 圈,928.9,3384.4,4.41,4.84,419,衰退 🟡
07:03:27,Block 143,7300 圈,928.9,3384.4,4.41,4.84,463,衰退 🟡
07:06:27,Block 142,7320 圈,928.8,3384.4,4.41,4.84,424,衰退 🟡
07:06:27,Block 143,7320 圈,928.8,3384.4,4.41,4.84,504,衰退 🟡
07:09:26,Block 142,7340 圈,928.8,3384.4,4.41,4.84,408,衰退 🟡
07:09:26,Block 143,7340 圈,928.8,3384.4,4.41,4.84,435,衰退 🟡
07:12:25,Block 142,7360 圈,929.2,3384.4,4.41,4.84,429,衰退 🟡
07:12:25,Block 143,7360 圈,929.2,3384.4,4.41,4.84,451,衰退 🟡
07:15:25,Block 142,7380 圈,928.8,3384.4,4.41,4.84,462,衰退 🟡
07:15:25,Block 143,7380 圈,928.8,3384.4,4.41,4.84,457,衰退 🟡
07:18:24,Block 142,7400 圈,928.4,3384.4,4.41,4.84,414,衰退 🟡
07:18:24,Block 143,7400 圈,928.4,3384.4,4.41,4.84,393,衰退 🟡
07:21:24,Block 142,7420 圈,929.3,3384.4,4.41,4.84,448,衰退 🟡
07:21:24,Block 143,7420 圈,929.3,3384.4,4.41,4.84,466,衰退 🟡
07:24:23,Block 142,7440 圈,928.5,3384.4,4.41,4.84,418,衰退 🟡
07:24:23,Block 143,7440 圈,928.5,3384.4,4.41,4.84,398,衰退 🟡
07:27:23,Block 142,7460 圈,928.4,3384.4,4.41,4.84,401,衰退 🟡
07:27:23,Block 143,7460 圈,928.4,3384.4,4.41,4.84,411,衰退 🟡
07:30:22,Block 142,7480 圈,928.7,3384.4,4.41,4.84,374,衰退 🟡
07:30:22,Block 143,7480 圈,928.7,3384.4,4.41,4.84,465,衰退 🟡
07:33:21,Block 142,7500 圈,928.0,3384.4,4.41,4.84,442,衰退 🟡
07:33:21,Block 143,7500 圈,928.0,3384.4,4.41,4.84,473,衰退 🟡
07:36:21,Block 142,7520 圈,928.3,3384.4,4.41,4.84,401,衰退 🟡
07:36:21,Block 143,7520 圈,928.3,3384.4,4.41,4.84,394,衰退 🟡
07:39:20,Block 142,7540 圈,928.2,3384.4,4.41,4.84,432,衰退 🟡
07:39:20,Block 143,7540 圈,928.2,3384.4,4.41,4.84,453,衰退 🟡
07:42:20,Block 142,7560 圈,927.6,3384.4,4.41,4.84,478,衰退 🟡
07:42:20,Block 143,7560 圈,927.6,3384.4,4.41,4.84,477,衰退 🟡
07:45:19,Block 142,7580 圈,928.5,3384.4,4.41,4.84,464,衰退 🟡
07:45:19,Block 143,7580 圈,928.5,3384.4,4.41,4.84,439,衰退 🟡
07:48:18,Block 142,7600 圈,928.7,3384.4,4.41,4.84,451,衰退 🟡
07:48:18,Block 143,7600 圈,928.7,3384.4,4.41,4.84,379,衰退 🟡
07:51:18,Block 142,7620 圈,928.1,3384.4,4.41,4.84,398,衰退 🟡
07:51:18,Block 143,7620 圈,928.1,3384.4,4.41,4.84,461,衰退 🟡
07:54:17,Block 142,7640 圈,928.0,3384.4,4.41,4.84,437,衰退 🟡
07:54:17,Block 143,7640 圈,928.0,3384.4,4.41,4.84,413,衰退 🟡
07:57:17,Block 142,7660 圈,928.0,3384.4,4.41,4.84,415,衰退 🟡
07:57:17,Block 143,7660 圈,928.0,3384.4,4.41,4.84,434,衰退 🟡
08:00:16,Block 142,7680 圈,927.8,3384.4,4.41,4.84,384,衰退 🟡
08:00:16,Block 143,7680 圈,927.8,3384.4,4.41,4.84,404,衰退 🟡
08:03:15,Block 142,7700 圈,927.4,3384.4,4.41,4.84,479,衰退 🟡
08:03:15,Block 143,7700 圈,927.4,3384.4,4.41,4.84,475,衰退 🟡
08:06:15,Block 142,7720 圈,928.0,3384.4,4.41,4.84,447,衰退 🟡
08:06:15,Block 143,7720 圈,928.0,3384.4,4.41,4.84,423,衰退 🟡
08:09:14,Block 142,7740 圈,927.0,3384.4,4.41,4.84,468,衰退 🟡
08:09:14,Block 143,7740 圈,927.0,3384.4,4.41,4.84,416,衰退 🟡
08:12:13,Block 142,7760 圈,927.4,3384.4,4.41,4.84,433,衰退 🟡
08:12:13,Block 143,7760 圈,927.4,3384.4,4.41,4.84,433,衰退 🟡
08:15:13,Block 142,7780 圈,927.4,3384.4,4.41,4.84,457,衰退 🟡
08:15:13,Block 143,7780 圈,927.4,3384.4,4.41,4.84,439,衰退 🟡
08:18:12,Block 142,7800 圈,927.3,3384.4,4.41,4.84,415,衰退 🟡
08:18:12,Block 143,7800 圈,927.3,3384.4,4.41,4.84,459,衰退 🟡
08:21:12,Block 142,7820 圈,927.3,3384.4,4.41,4.84,428,衰退 🟡
08:21:12,Block 143,7820 圈,927.3,3384.4,4.41,4.84,448,衰退 🟡
08:24:11,Block 142,7840 圈,926.8,3384.4,4.41,4.84,433,衰退 🟡
08:24:11,Block 143,7840 圈,926.8,3384.4,4.41,4.84,474,衰退 🟡
08:27:10,Block 142,7860 圈,926.9,3384.4,4.41,4.84,415,衰退 🟡
08:27:10,Block 143,7860 圈,926.9,3384.4,4.41,4.84,439,衰退 🟡
08:30:10,Block 142,7880 圈,927.4,3384.4,4.41,4.84,453,衰退 🟡
08:30:10,Block 143,7880 圈,927.4,3384.4,4.41,4.84,444,衰退 🟡
08:33:09,Block 142,7900 圈,927.4,3384.4,4.41,4.84,395,衰退 🟡
08:33:09,Block 143,7900 圈,927.4,3384.4,4.41,4.84,426,衰退 🟡
08:36:08,Block 142,7920 圈,927.2,3384.4,4.41,4.84,429,衰退 🟡
08:36:08,Block 143,7920 圈,927.2,3384.4,4.41,4.84,433,衰退 🟡
08:39:08,Block 142,7940 圈,927.0,3384.4,4.41,4.84,419,衰退 🟡
08:39:08,Block 143,7940 圈,927.0,3384.4,4.41,4.84,402,衰退 🟡
08:42:07,Block 142,7960 圈,926.7,3384.4,4.41,4.84,463,衰退 🟡
08:42:07,Block 143,7960 圈,926.7,3384.4,4.41,4.84,400,衰退 🟡
08:45:07,Block 142,7980 圈,926.6,3384.4,4.41,4.84,388,衰退 🟡
08:45:07,Block 143,7980 圈,926.6,3384.4,4.41,4.84,421,衰退 🟡
08:48:06,Block 142,8000 圈,926.3,3384.4,4.41,4.84,402,衰退 🟡
08:48:06,Block 143,8000 圈,926.3,3384.4,4.41,4.84,403,衰退 🟡
08:51:05,Block 142,8020 圈,926.1,3384.4,4.41,4.84,487,衰退 🟡
08:51:05,Block 143,8020 圈,926.1,3384.4,4.41,4.84,481,衰退 🟡
08:54:05,Block 142,8040 圈,926.6,3384.4,4.41,4.84,428,衰退 🟡
08:54:05,Block 143,8040 圈,926.6,3384.4,4.41,4.84,445,衰退 🟡
08:57:04,Block 142,8060 圈,925.8,3384.4,4.41,4.84,439,衰退 🟡
08:57:04,Block 143,8060 圈,925.8,3384.4,4.41,4.84,463,衰退 🟡
09:00:03,Block 142,8080 圈,926.6,3384.4,4.41,4.84,428,衰退 🟡
09:00:03,Block 143,8080 圈,926.6,3384.4,4.41,4.84,466,衰退 🟡
09:03:03,Block 142,8100 圈,926.2,3384.4,4.41,4.84,449,衰退 🟡
09:03:03,Block 143,8100 圈,926.2,3384.4,4.41,4.84,430,衰退 🟡
09:06:02,Block 142,8120 圈,926.7,3384.4,4.41,4.84,413,衰退 🟡
09:06:02,Block 143,8120 圈,926.7,3384.4,4.41,4.84,411,衰退 🟡
09:09:01,Block 142,8140 圈,926.8,3384.4,4.41,4.84,460,衰退 🟡
09:09:01,Block 143,8140 圈,926.8,3384.4,4.41,4.84,437,衰退 🟡
09:12:01,Block 142,8160 圈,925.8,3384.4,4.41,4.84,426,衰退 🟡
09:12:01,Block 143,8160 圈,925.8,3384.4,4.41,4.84,454,衰退 🟡
09:15:00,Block 142,8180 圈,926.4,3384.4,4.41,4.84,434,衰退 🟡
09:15:00,Block 143,8180 圈,926.4,3384.4,4.41,4.84,420,衰退 🟡
09:17:59,Block 142,8200 圈,926.0,3384.4,4.41,4.84,469,衰退 🟡
09:17:59,Block 143,8200 圈,926.0,3384.4,4.41,4.84,417,衰退 🟡
09:20:59,Block 142,8220 圈,925.8,3384.4,4.41,4.84,420,衰退 🟡
09:20:59,Block 143,8220 圈,925.8,3384.4,4.41,4.84,436,衰退 🟡
09:23:58,Block 142,8240 圈,925.9,3384.4,4.41,4.84,421,衰退 🟡
09:23:58,Block 143,8240 圈,925.9,3384.4,4.41,4.84,469,衰退 🟡
09:26:57,Block 142,8260 圈,925.8,3384.4,4.41,4.84,410,衰退 🟡
09:26:57,Block 143,8260 圈,925.8,3384.4,4.41,4.84,428,衰退 🟡
09:29:57,Block 142,8280 圈,924.9,3384.4,4.41,4.84,418,衰退 🟡
09:29:57,Block 143,8280 圈,924.9,3384.4,4.41,4.84,427,衰退 🟡
09:32:56,Block 142,8300 圈,925.9,3384.4,4.41,4.84,433,衰退 🟡
09:32:56,Block 143,8300 圈,925.9,3384.4,4.41,4.84,442,衰退 🟡
09:35:55,Block 142,8320 圈,924.9,3384.4,4.41,4.84,426,衰退 🟡
09:35:55,Block 143,8320 圈,924.9,3384.4,4.41,4.84,478,衰退 🟡
09:38:55,Block 142,8340 圈,925.2,3384.4,4.41,4.84,457,衰退 🟡
09:38:55,Block 143,8340 圈,925.2,3384.4,4.41,4.84,439,衰退 🟡
09:41:54,Block 142,8360 圈,925.0,3384.4,4.41,4.84,439,衰退 🟡
09:41:54,Block 143,8360 圈,925.0,3384.4,4.41,4.84,432,衰退 🟡
