时间戳,物理块,磨损圈数/读取次数,平均纯编程(μs),平均读耗时(μs),总线写带宽(MB/s),总线读带宽(MB/s),最大物理错数,健康分析
10:22:00,Block 74,10,798.4,3384.1,4.49,4.84,855,衰退 🟡
10:22:00,Block 75,10,798.4,3384.1,4.49,4.84,931,衰退 🟡
10:23:32,Block 74,20,797.9,3384.1,4.49,4.84,857,衰退 🟡
10:23:32,Block 75,20,797.9,3384.1,4.49,4.84,945,衰退 🟡
10:25:04,Block 74,30,797.8,3384.1,4.49,4.84,815,衰退 🟡
10:25:04,Block 75,30,797.8,3384.1,4.49,4.84,997,衰退 🟡
10:26:36,Block 74,40,798.1,3384.1,4.49,4.84,805,衰退 🟡
10:26:36,Block 75,40,798.1,3384.1,4.49,4.84,957,衰退 🟡
10:28:08,Block 74,50,798.2,3384.1,4.49,4.84,817,衰退 🟡
10:28:08,Block 75,50,798.2,3384.1,4.49,4.84,947,衰退 🟡
10:29:40,Block 74,60,797.9,3384.1,4.49,4.84,851,衰退 🟡
10:29:40,Block 75,60,797.9,3384.1,4.49,4.84,922,衰退 🟡
10:31:12,Block 74,70,798.2,3384.1,4.49,4.84,811,衰退 🟡
10:31:12,Block 75,70,798.2,3384.1,4.49,4.84,921,衰退 🟡
10:32:44,Block 74,80,797.9,3384.1,4.49,4.84,826,衰退 🟡
10:32:44,Block 75,80,797.9,3384.1,4.49,4.84,860,衰退 🟡
10:34:16,Block 74,90,797.9,3384.1,4.49,4.84,709,衰退 🟡
10:34:16,Block 75,90,797.9,3384.1,4.49,4.84,989,衰退 🟡
10:35:48,Block 74,100,797.9,3384.1,4.49,4.84,759,衰退 🟡
10:35:48,Block 75,100,797.9,3384.1,4.49,4.84,928,衰退 🟡
10:37:20,Block 74,110,797.7,3384.1,4.49,4.84,883,衰退 🟡
10:37:21,Block 75,110,797.7,3384.1,4.49,4.84,940,衰退 🟡
10:38:53,Block 74,120,797.7,3384.1,4.49,4.84,846,衰退 🟡
10:38:53,Block 75,120,797.7,3384.1,4.49,4.84,990,衰退 🟡
10:40:25,Block 74,130,797.6,3384.1,4.49,4.84,901,衰退 🟡
10:40:25,Block 75,130,797.6,3384.1,4.49,4.84,1040,衰退 🟡
