时间戳,物理块,磨损圈数/读取次数,平均纯编程(μs),平均读耗时(μs),总线写带宽(MB/s),总线读带宽(MB/s),最大物理错数,健康分析
20:23:07,Block 82,10,795.4,3384.4,4.49,4.84,1312,衰退 🟡
20:23:07,Block 83,10,795.4,3384.4,4.49,4.84,1438,衰退 🟡
20:24:39,Block 82,20,795.6,3384.4,4.49,4.84,1283,衰退 🟡
20:24:39,Block 83,20,795.6,3384.4,4.49,4.84,1465,衰退 🟡
20:26:11,Block 82,30,796.2,3384.3,4.49,4.84,1485,衰退 🟡
20:26:11,Block 83,30,796.2,3384.4,4.49,4.84,1456,衰退 🟡
20:27:43,Block 82,40,796.1,3384.4,4.49,4.84,1497,衰退 🟡
20:27:43,Block 83,40,796.1,3384.4,4.49,4.84,1496,衰退 🟡
20:29:15,Block 82,50,796.4,3384.3,4.49,4.84,1437,衰退 🟡
20:29:15,Block 83,50,796.4,3384.4,4.49,4.84,1532,全毁 🔴
20:30:48,Block 82,60,795.3,3384.3,4.49,4.84,1340,衰退 🟡
20:30:48,Block 83,60,795.3,3384.4,4.49,4.84,1505,全毁 🔴
00:04:38,Block 82,70,795.9,3384.4,4.49,4.84,1049,衰退 🟡
00:04:38,Block 83,70,795.9,3384.4,4.49,4.84,1167,衰退 🟡
00:06:10,Block 82,80,796.5,3384.4,4.49,4.84,1432,衰退 🟡
00:06:10,Block 83,80,796.5,3384.4,4.49,4.84,1424,衰退 🟡
00:07:42,Block 82,90,796.3,3384.4,4.49,4.84,1359,衰退 🟡
00:07:42,Block 83,90,796.3,3384.4,4.49,4.84,1437,衰退 🟡
00:09:14,Block 82,100,796.6,3384.4,4.49,4.84,1408,衰退 🟡
00:09:14,Block 83,100,796.6,3384.4,4.49,4.84,1499,衰退 🟡
00:10:46,Block 82,110,796.3,3384.4,4.49,4.84,1464,衰退 🟡
00:10:46,Block 83,110,796.3,3384.4,4.49,4.84,1519,全毁 🔴
00:12:18,Block 82,120,796.4,3384.4,4.49,4.84,1486,衰退 🟡
00:12:18,Block 83,120,796.4,3384.4,4.49,4.84,1582,全毁 🔴
00:13:50,Block 82,130,796.5,3384.4,4.49,4.84,1426,衰退 🟡
00:13:50,Block 83,130,796.5,3384.4,4.49,4.84,1596,全毁 🔴
00:15:22,Block 82,140,796.7,3384.4,4.49,4.84,1492,衰退 🟡
00:15:23,Block 83,140,796.7,3384.4,4.49,4.84,1571,全毁 🔴
00:16:55,Block 82,150,796.5,3384.4,4.49,4.84,1478,衰退 🟡
00:16:55,Block 83,150,796.5,3384.4,4.49,4.84,1566,全毁 🔴
00:18:27,Block 82,160,796.4,3384.4,4.49,4.84,1512,全毁 🔴
00:18:27,Block 83,160,796.4,3384.4,4.49,4.84,1650,全毁 🔴
00:19:59,Block 82,170,796.2,3384.3,4.49,4.84,1454,衰退 🟡
00:19:59,Block 83,170,796.2,3384.4,4.49,4.84,1615,全毁 🔴
00:21:31,Block 82,180,796.6,3384.4,4.49,4.84,1544,全毁 🔴
00:21:31,Block 83,180,796.6,3384.4,4.49,4.84,1731,全毁 🔴
00:23:03,Block 82,190,796.5,3384.4,4.49,4.84,1481,衰退 🟡
00:23:03,Block 83,190,796.5,3384.4,4.49,4.84,1695,全毁 🔴
00:24:35,Block 82,200,796.4,3384.4,4.49,4.84,1515,全毁 🔴
00:24:35,Block 83,200,796.4,3384.4,4.49,4.84,1637,全毁 🔴
00:26:07,Block 82,210,796.4,3384.4,4.49,4.84,1517,全毁 🔴
00:26:07,Block 83,210,796.4,3384.4,4.49,4.84,1674,全毁 🔴
00:27:39,Block 82,220,796.2,3384.4,4.49,4.84,1500,全毁 🔴
00:27:39,Block 83,220,796.2,3384.4,4.49,4.84,1655,全毁 🔴
00:29:11,Block 82,230,796.4,3384.4,4.49,4.84,1522,全毁 🔴
00:29:11,Block 83,230,796.4,3384.4,4.49,4.84,1668,全毁 🔴
00:30:43,Block 82,240,796.2,3384.4,4.49,4.84,1499,衰退 🟡
